Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
15771862,Wave,Sonali Deraniyagala,"Deraniyagala, Sonali",,"=""""","=""""",0,3.77,Knopf,Kindle Edition,274,2013,2013,,2020/01/12,to-read,to-read (#153),to-read,,,,0,0
49985046,Recollections of My Nonexistence: A Memoir,Rebecca Solnit,"Solnit, Rebecca",,"=""0593083334""","=""9780593083338""",0,4.21,Viking,Hardcover,256,2020,2020,,2020/01/12,to-read,to-read (#152),to-read,,,,0,0
40944762,"Chosen Ones (The Chosen Ones, #1)",Veronica Roth,"Roth, Veronica",,"=""""","=""""",0,3.61,John Joseph Adams/Houghton Mifflin Harcourt,Kindle Edition,419,2020,2020,,2020/01/12,to-read,to-read (#151),to-read,,,,0,0
8171378,The Warmth of Other Suns: the Epic Story of America's Great Migration,Isabel Wilkerson,"Wilkerson, Isabel",,"=""0679444327""","=""9780679444329""",0,4.45,Random House,Hardcover,622,2010,2010,,2020/01/12,to-read,to-read (#149),to-read,,,,0,0
17402288,Dept. of Speculation,Jenny Offill,"Offill, Jenny",,"=""0385350813""","=""9780385350815""",0,3.76,Knopf,Hardcover,179,2014,2014,,2020/01/12,to-read,to-read (#148),to-read,,,,0,0
41447134,The Freedom Artist,Ben Okri,"Okri, Ben",,"=""1788549597""","=""9781788549592""",0,3.46,Head of Zeus,Hardcover,368,2019,2019,,2020/01/12,to-read,to-read (#147),to-read,,,,0,0
46221896,Run Me to Earth,Paul Yoon,"Yoon, Paul",,"=""1501154044""","=""9781501154041""",0,3.69,S&S/ Marysue Rucci Books,Hardcover,272,2020,2020,,2020/01/12,to-read,to-read (#146),to-read,,,,0,0
43386055,Little Gods,Meng Jin,"Jin, Meng",,"=""0062935976""","=""9780062935977""",0,3.60,Custom House,ebook,214,2020,2020,,2020/01/12,to-read,to-read (#144),to-read,,,,0,0
33023729,Himself,Jess Kidd,"Kidd, Jess",,"=""1501166093""","=""9781501166099""",0,3.92,Atria Books,Paperback,384,2017,2017,,2020/01/09,to-read,to-read (#143),to-read,,,,0,0
43153910,A Good Provider Is One Who Leaves: One Family and Migration in the 21st Century,Jason DeParle,"DeParle, Jason",,"=""067078592X""","=""9780670785926""",0,4.36,Viking,Hardcover,382,2019,2019,,2020/01/09,to-read,to-read (#141),to-read,,,,0,0
31544566,Where the Water Goes: Life and Death Along the Colorado River,David                  Owen,"Owen, David",,"=""1594633770""","=""9781594633775""",0,3.93,Riverhead Books,Hardcover,288,2017,2017,,2019/12/28,to-read,to-read (#140),to-read,,,,0,0
56140,Cadillac Desert: The American West and Its Disappearing Water,Marc Reisner,"Reisner, Marc",,"=""0140178244""","=""9780140178241""",0,4.28,Penguin ,Paperback,582,1993,1986,,2019/12/28,to-read,to-read (#139),to-read,,,,0,0
23209924,The Water Knife,Paolo Bacigalupi,"Bacigalupi, Paolo",,"=""0385352875""","=""9780385352871""",0,3.85,Knopf,Hardcover,371,2015,2015,,2019/12/28,to-read,to-read (#138),to-read,,,,0,0
43126457,Trick Mirror: Reflections on Self-Delusion,Jia Tolentino,"Tolentino, Jia",,"=""0525510540""","=""9780525510543""",4,4.07,Random House,Hardcover,303,2019,2019,2019/12/08,2019/07/30,,,read,,,,2,0
89724,We Have Always Lived in the Castle,Shirley Jackson,"Jackson, Shirley","Jonathan Lethem, Thomas Ott","=""0143039970""","=""9780143039976""",0,3.95,Penguin Books,Paperback,146,2006,1962,,2019/11/16,to-read,to-read (#137),to-read,,,,0,0
34019083,Wanderers,Chuck Wendig,"Wendig, Chuck",,"=""0399182101""","=""9780399182105""",0,3.98,Del Rey,Hardcover,782,2019,2019,,2019/11/15,to-read,to-read (#136),to-read,,,,0,0
7090,The Soul of a New Machine,Tracy Kidder,"Kidder, Tracy",,"=""0316491977""","=""9780316491976""",0,4.12,Back Bay Books,Paperback,293,2000,1981,,2019/11/09,to-read,to-read (#135),to-read,,,,0,0
42519313,Nothing to See Here,Kevin    Wilson,"Wilson, Kevin",,"=""0062913484""","=""9780062913487""",0,3.96,Ecco,ebook,288,2019,2019,,2019/10/31,to-read,to-read (#134),to-read,,,,0,0
34409176,The Dreamers,Karen Thompson Walker,"Walker, Karen Thompson",,"=""0812994167""","=""9780812994162""",0,3.64,Random House,Hardcover,303,2019,2019,,2019/10/23,to-read,to-read (#133),to-read,,,,0,0
6642715,The Forty Rules of Love,Elif Shafak,"Shafak, Elif",,"=""""","=""""",0,4.13,Viking,Hardcover,354,2010,2009,,2019/10/23,to-read,to-read (#132),to-read,,,,0,0
40653218,Clearing the Air: The Beginning and the End of Air Pollution,Tim Smedley,"Smedley, Tim",,"=""1472953312""","=""9781472953315""",0,4.17,Bloomsbury SIGMA,Hardcover,320,2019,,,2019/10/23,to-read,to-read (#131),to-read,,,,0,0
27071490,Homegoing,Yaa Gyasi,"Gyasi, Yaa",,"=""""","=""""",0,4.47,Alfred A. Knopf,Hardcover,305,2016,2016,,2019/10/20,to-read,to-read (#130),to-read,,,,0,0
33413128,"Beartown (Beartown, #1)",Fredrik Backman,"Backman, Fredrik",,"=""""","=""""",0,4.29,Simon & Schuster,Kindle Edition,432,2017,2016,,2019/10/20,to-read,to-read (#129),to-read,,,,0,0
37004370,The Memory Police,Yōko Ogawa,"Ogawa, Yōko",Stephen Snyder,"=""1101870605""","=""9781101870600""",0,3.74,Pantheon,Hardcover,274,2019,1994,,2019/10/13,to-read,to-read (#128),to-read,,,,0,0
42975172,"The Testaments (The Handmaid's Tale, #2)",Margaret Atwood,"Atwood, Margaret",,"=""""","=""""",3,4.19,Nan A. Talese,Hardcover,422,2019,2019,,2019/08/27,,,read,,,,1,0
34563821,Disappearing Earth,Julia  Phillips,"Phillips, Julia",,"=""""","=""""",0,3.85,Knopf,Hardcover,312,2019,2019,,2019/09/23,to-read,to-read (#127),to-read,,,,0,0
42201996,"Ask Again, Yes",Mary Beth Keane,"Keane, Mary Beth",,"=""1982106980""","=""9781982106980""",0,3.94,Scribner,Hardcover,390,2019,2019,,2019/09/23,to-read,to-read (#126),to-read,,,,0,0
29633797,The Mother of All Questions,Rebecca Solnit,"Solnit, Rebecca",,"=""1608467406""","=""9781608467402""",0,4.21,Haymarket Books,Paperback,176,2017,2017,,2019/08/20,to-read,to-read (#124),to-read,,,,0,0
76479,A Field Guide to Getting Lost,Rebecca Solnit,"Solnit, Rebecca",,"=""0143037242""","=""9780143037248""",0,3.93,Penguin Books,Paperback,209,2006,2005,,2019/08/20,to-read,to-read (#123),to-read,,,,0,0
29936927,The Best We Could Do,Thi Bui,"Bui, Thi",,"=""1419718770""","=""9781419718779""",0,4.37,Abrams ComicArts,Hardcover,329,2017,2017,,2019/08/14,to-read,to-read (#122),to-read,,,,0,0
8366402,The Tiger's Wife,Téa Obreht,"Obreht, Téa",,"=""0385343833""","=""9780385343831""",0,3.41,Random House,Hardcover,338,2011,2011,,2019/08/14,to-read,to-read (#121),to-read,,,,0,0
32603079,"Wanderers (Wanderers, #1)",Chuck Wendig,"Wendig, Chuck",,"=""""","=""9780399182112""",0,3.98,Del Rey,ebook,845,2019,2019,,2019/08/14,to-read,to-read (#120),to-read,,,,0,0
39939208,Good and Mad: The Revolutionary Power of Women's Anger,Rebecca Traister,"Traister, Rebecca",,"=""1501181807""","=""9781501181801""",0,4.39,Simon & Schuster,ebook,320,2018,2018,,2019/08/07,to-read,to-read (#119),to-read,,,,0,0
33375622,Her Body and Other Parties: Stories,Carmen Maria Machado,"Machado, Carmen Maria",,"=""155597788X""","=""9781555977887""",0,3.87,Graywolf Press,Paperback,248,2017,2017,,2019/07/30,to-read,to-read (#118),to-read,,,,0,0
42919827,Strange Harvests: The Hidden Histories of Seven Natural Objects,Edward Posnett,"Posnett, Edward",,"=""0399562796""","=""9780399562792""",0,3.60,Viking,Hardcover,323,2019,2019,,2019/07/23,to-read,to-read (#117),to-read,,,,0,0
16176440,We Are All Completely Beside Ourselves,Karen Joy Fowler,"Fowler, Karen Joy",,"=""0399162097""","=""9780399162091""",0,3.71,Plume,Hardcover,310,2013,2013,,2019/07/23,to-read,to-read (#116),to-read,,,,0,0
41552367,Eat Like a Fish: My Adventures as a Fisherman Turned Restorative Ocean Farmer,Bren Smith,"Smith, Bren",,"=""0451494547""","=""9780451494542""",0,4.39,Knopf,Hardcover,320,2019,2019,,2019/07/19,to-read,to-read (#115),to-read,,,,0,0
30555488,The Underground Railroad,Colson Whitehead,"Whitehead, Colson",,"=""0385542364""","=""9780385542364""",0,4.05,Doubleday,Hardcover,306,2016,2016,,2019/07/18,to-read,to-read (#114),to-read,,,,0,0
41809056,Oval,Elvia Wilk,"Wilk, Elvia",,"=""1593764057""","=""9781593764050""",0,3.38,Soft Skull Press,Paperback,320,2019,2019,,2019/07/12,to-read,to-read (#113),to-read,,,,0,0
326931,A Fortune-Teller Told Me: Earthbound Travels in the Far East,Tiziano Terzani,"Terzani, Tiziano",,"=""060980958X""","=""9780609809587""",0,4.20,Crown,Paperback,384,2002,1995,,2019/07/12,to-read,to-read (#112),to-read,,,,0,0
23395105,Black Chalk,Christopher J. Yates,"Yates, Christopher J.",,"=""1250075556""","=""9781250075550""",0,3.22,Picador,Paperback,368,2015,2013,,2019/07/12,to-read,to-read (#111),to-read,,,,0,0
40200,The Crimson Petal and the White,Michel Faber,"Faber, Michel",,"=""1841954314""","=""9781841954318""",0,3.88,Canongate Books,Paperback,922,2003,2002,,2019/07/06,to-read,to-read (#110),to-read,,,,0,0
20697435,The Book of Strange New Things,Michel Faber,"Faber, Michel",,"=""055341884X""","=""9780553418842""",5,3.66,Hogarth,Hardcover,500,2014,2014,2019/07/06,2019/06/26,,,read,,,,1,0
7815,The Year of Magical Thinking,Joan Didion,"Didion, Joan",,"=""1400078431""","=""9781400078431""",2,3.93,Vintage,Paperback,227,2007,2005,2019/06/26,2017/08/05,,,read,,,,1,0
19181520,The Rock Warrior's Way: Mental Training For Climbers,Arno Ilgner,"Ilgner, Arno",,"=""""","=""9780974011271""",4,4.30,Desiderata Institute,Kindle Edition,176,2003,2003,2019/06/26,2017/08/16,,,read,,,,1,0
21504315,"Acceptance (Southern Reach, #3)",Jeff VanderMeer,"VanderMeer, Jeff",,"=""""","=""""",2,3.63,FSG Originals,Kindle Edition,354,2014,2014,2019/06/26,2017/11/22,,,read,,,,1,0
39723581,The Witch Elm,Tana French,"French, Tana",,"=""0735224625""","=""9780735224629""",2,3.57,Viking ,Hardcover,509,2018,2018,,2018/09/07,,,read,,,,1,0
29430013,The Trespasser (Dublin Murder Squad #6),Tana French,"French, Tana",,"=""0670026336""","=""9780670026333""",2,3.98,Viking,Hardcover,449,2016,2016,,2018/08/05,,,read,,,,1,0
9755,Oracle Bones: A Journey Between China's Past and Present,Peter Hessler,"Hessler, Peter",,"=""0060826584""","=""9780060826581""",4,4.20,Harper,Hardcover,512,2006,2006,,2018/06/13,,,read,,,,1,0
6597651,The Windup Girl,Paolo Bacigalupi,"Bacigalupi, Paolo",,"=""1597801577""","=""9781597801577""",3,3.75,Night Shade Books,Hardcover,359,2009,2009,2019/06/26,2018/04/08,,,read,,,,1,0
26203640,Nonviolent Communication: A Language of Life: Life-Changing Tools for Healthy Relationships (Nonviolent Communication Guides),Marshall B. Rosenberg,"Rosenberg, Marshall B.",Deepak Chopra,"=""""","=""""",4,4.34,PuddleDancer Press,Kindle Edition,280,2015,1999,2019/06/26,2018/01/16,,,read,,,,1,0
36693524,The Rules Do Not Apply,Ariel Levy,"Levy, Ariel",,"=""""","=""""",4,3.72,Random House,Kindle Edition,225,2017,2017,2018/01/01,2017/12/16,,,read,,,,1,0
41592325,The Farm,Joanne Ramos,"Ramos, Joanne",,"=""""","=""""",0,3.50,Random House,Kindle Edition,336,2019,2019,,2019/06/07,to-read,to-read (#109),to-read,,,,0,0
33859789,Abandon Me: Memoirs,Melissa Febos,"Febos, Melissa",,"=""""","=""""",0,4.21,Bloomsbury USA,Kindle Edition,315,2017,2017,,2017/12/24,to-read,to-read (#108),to-read,,,,0,0
31429678,The Leavers,Lisa Ko,"Ko, Lisa",,"=""""","=""""",0,3.89,Algonquin Books,Kindle Edition,352,2017,2017,,2018/01/01,to-read,to-read (#107),to-read,,,,0,0
40591955,A Death in the Rainforest: How a Language and a Way of Life Came to an End in Papua New Guinea,Don Kulick,"Kulick, Don",,"=""1616209046""","=""9781616209049""",0,4.16,Algonquin Books,Hardcover,288,2019,2019,,2019/06/26,to-read,to-read (#106),to-read,,,,0,0
32388712,The Ministry of Utmost Happiness,Arundhati Roy,"Roy, Arundhati",,"=""067008963X""","=""9780670089635""",0,3.53,Hamish Hamilton,Hardcover,464,2017,2017,,2019/06/20,to-read,to-read (#105),to-read,,,,0,0
40599527,My Seditious Heart: Collected Nonfiction,Arundhati Roy,"Roy, Arundhati",,"=""1608466760""","=""9781608466764""",0,4.44,Haymarket Books,Hardcover,989,2019,2019,,2019/06/20,to-read,to-read (#104),to-read,,,,0,0
199359,The End of Nature,Bill McKibben,"McKibben, Bill",,"=""0812976088""","=""9780812976083""",0,3.94,Random House Trade Paperbacks,Paperback,224,2006,1989,,2019/06/17,to-read,to-read (#103),to-read,,,,0,0
42076369,Trust Exercise,Susan Choi,"Choi, Susan",,"=""""","=""""",4,3.14,Henry Holt and Co.,Kindle Edition,272,2019,2019,2019/06/09,2019/04/30,,,read,,,,1,0
40060700,The Old Drift,Namwali Serpell,"Serpell, Namwali",,"=""1781090491""","=""9781781090497""",0,3.75,Hogarth,Hardcover,576,2019,2019,,2019/06/05,to-read,to-read (#102),to-read,,,,0,0
40274582,American Spy,Lauren Wilkinson,"Wilkinson, Lauren",,"=""0812998952""","=""9780812998955""",0,3.51,Random House,Hardcover,292,2019,2019,,2019/06/05,to-read,to-read (#101),to-read,,,,0,0
31848153,Veil (Object Lessons),Rafia Zakaria,"Zakaria, Rafia","Christopher Schaberg, Ian Bogost","=""150132277X""","=""9781501322778""",0,3.85,Bloomsbury Academic,Paperback,136,2017,2017,,2019/06/04,to-read,to-read (#100),to-read,,,,0,0
22238381,The Upstairs Wife: An Intimate History of Pakistan,Rafia Zakaria,"Zakaria, Rafia",,"=""0807003360""","=""9780807003367""",0,3.78,Beacon Press,Hardcover,264,2015,2015,,2019/06/04,to-read,to-read (#99),to-read,,,,0,0
423116,"Coming Back to Life: Practices to Reconnect Our Lives, Our World",Joanna Macy,"Macy, Joanna","Molly Young Brown, Matthew Fox","=""086571391X""","=""9780865713918""",0,4.20,New Society Publishers,Paperback,240,1998,1998,,2019/05/16,to-read,to-read (#98),to-read,,,,0,0
20819685,The Bone Clocks,David Mitchell,"Mitchell, David",,"=""1400065674""","=""9781400065677""",0,3.84,Random House,Hardcover,624,2014,2014,,2019/05/13,to-read,to-read (#97),to-read,,,,0,0
11910905,The Charisma Myth: How Anyone Can Master the Art and Science of Personal Magnetism,Olivia Fox Cabane,"Cabane, Olivia Fox",,"=""1591844568""","=""9781591844563""",0,3.92,Portfolio,Hardcover,264,2012,2012,,2019/05/01,to-read,to-read (#96),to-read,,,,0,0
40180098,The Overstory,Richard Powers,"Powers, Richard",,"=""039335668X""","=""9780393356687""",0,4.12,W.W. Norton & Company,Paperback,502,2019,2018,,2019/04/30,to-read,to-read (#95),to-read,,,,0,0
18749,Half of a Yellow Sun,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""1400044162""","=""9781400044160""",0,4.33,Knopf,Hardcover,433,2006,2006,,2019/04/28,to-read,to-read (#94),to-read,,,,0,0
41088535,The Rise and Fall of the Dinosaurs: A New History of Their Lost World,Stephen Brusatte,"Brusatte, Stephen",,"=""0062490435""","=""9780062490438""",0,4.19,Mariner Books,Paperback,416,2019,2018,,2019/04/28,to-read,to-read (#93),to-read,,,,0,0
41556003,Severance,Ling  Ma,"Ma, Ling",,"=""1250214998""","=""9781250214997""",0,3.92,Picador USA,Paperback,291,2019,2018,,2019/04/28,to-read,to-read (#92),to-read,,,,0,0
6346975,Moonwalking with Einstein: The Art and Science of Remembering Everything,Joshua Foer,"Foer, Joshua",,"=""159420229X""","=""9781594202292""",0,3.88,"Penguin Press HC, The",Hardcover,307,2011,2011,,2019/03/19,to-read,to-read (#91),to-read,,,,0,0
108829,Comfortable with Uncertainty: 108 Teachings on Cultivating Fearlessness and Compassion,Pema Chödrön,"Chödrön, Pema",Emily Hilburn Sell,"=""1590300785""","=""9781590300787""",0,4.24,Shambhala,Paperback,222,2003,2002,,2019/03/07,to-read,to-read (#90),to-read,,,,0,0
24612148,Gold Fame Citrus,Claire Vaye Watkins,"Watkins, Claire Vaye",,"=""1594634238""","=""9781594634239""",0,3.31,Riverhead Books,Hardcover,339,2015,2015,,2019/03/07,to-read,to-read (#89),to-read,,,,0,0
40121993,The Collected Schizophrenias: Essays,Esmé Weijun Wang,"Wang, Esmé Weijun",,"=""1555978274""","=""9781555978273""",0,4.14,Graywolf Press,Paperback,208,2019,2019,,2019/03/06,to-read,to-read (#88),to-read,,,,0,0
34275212,Girls Burn Brighter,Shobha   Rao,"Rao, Shobha",,"=""1250074258""","=""9781250074256""",0,3.78,Flatiron Books,Hardcover,309,2018,2018,,2019/03/05,to-read,to-read (#87),to-read,,,,0,0
36545927,Neverworld Wake,Marisha Pessl,"Pessl, Marisha",,"=""0399553924""","=""9780399553929""",5,3.75,Delacorte Press,Hardcover,328,2018,2018,2018/09/27,2018/09/27,,,read,,,,1,0
36337550,The 7½ Deaths of Evelyn Hardcastle,Stuart Turton,"Turton, Stuart",,"=""""","=""""",0,3.86,Sourcebooks Landmark,Hardcover,432,2018,2018,,2019/01/24,to-read,to-read (#86),to-read,,,,0,0
15783514,The Ocean at the End of the Lane,Neil Gaiman,"Gaiman, Neil",,"=""0062255657""","=""9780062255655""",0,4.01,William Morrow Books,Hardcover,181,2013,2013,,2018/12/05,to-read,to-read (#85),to-read,,,,0,0
33597976,The Snow Child,Eowyn Ivey,"Ivey, Eowyn",,"=""""","=""""",0,3.99,Reagan Arthur Books,Kindle Edition,423,2012,2012,,2018/11/29,to-read,to-read (#84),to-read,,,,0,0
38212157,Hello World: Being Human in the Age of Algorithms,Hannah Fry,"Fry, Hannah",,"=""039363499X""","=""9780393634990""",0,4.13,W. W. Norton Company,Hardcover,246,2018,2018,,2018/11/25,to-read,to-read (#83),to-read,,,,0,0
34799271,"Rigor Mortis: How Sloppy Science Creates Worthless Cures, Crushes Hope, and Wastes Billions",Richard F. Harris,"Harris, Richard F.",,"=""""","=""""",0,3.95,Basic Books,Kindle Edition,279,2017,2017,,2018/10/30,to-read,to-read (#82),to-read,,,,0,0
38589832,Accessory to War: The Unspoken Alliance Between Astrophysics and the Military,Neil deGrasse Tyson,"Tyson, Neil deGrasse",Avis Lang,"=""0393064441""","=""9780393064445""",0,3.61,W. W. Norton & Company,Hardcover,576,2018,2018,,2018/09/24,to-read,to-read (#81),to-read,,,,0,0
39720991,The Witch Elm,Tana French,"French, Tana",,"=""0735224633""","=""9780735224636""",0,3.57,Viking,ebook,528,2018,2018,,2018/08/05,to-read,to-read (#80),to-read,,,,0,0
162780,What Is Life? with Mind and Matter and Autobiographical Sketches,Erwin Schrödinger,"Schrödinger, Erwin",Roger Penrose,"=""0521427088""","=""9780521427081""",0,4.14,Cambridge University Press,Paperback,184,1992,1944,,2018/06/18,to-read,to-read (#79),to-read,,,,0,0
62555,On Human Nature,Edward O. Wilson,"Wilson, Edward O.",,"=""0674016386""","=""9780674016385""",0,4.15,Harvard University Press ,Paperback,288,2004,1978,,2018/06/18,to-read,to-read (#78),to-read,,,,0,0
28214365,Commonwealth,Ann Patchett,"Patchett, Ann",,"=""0062491792""","=""9780062491794""",0,3.82,Harper,Hardcover,322,2016,2016,,2018/06/17,to-read,to-read (#77),to-read,,,,0,0
36348525,Severance,Ling  Ma,"Ma, Ling",,"=""0374261598""","=""9780374261597""",0,3.92,"Farrar, Straus and Giroux",Hardcover,291,2018,2018,,2018/06/17,to-read,to-read (#76),to-read,,,,0,0
31549906,Do Not Say We Have Nothing,Madeleine Thien,"Thien, Madeleine",,"=""039360988X""","=""9780393609882""",0,3.92,W. W. Norton & Company,Hardcover,474,2016,2016,,2018/06/17,to-read,to-read (#75),to-read,,,,0,0
533465,Balzac and the Little Chinese Seamstress,Dai Sijie,"Sijie, Dai",Ina Rilke,"=""0385722206""","=""9780385722209""",0,3.64,Anchor Books,Paperback,184,2002,2000,,2018/06/13,to-read,to-read (#74),to-read,,,,0,0
1103,Snow Flower and the Secret Fan,Lisa See,"See, Lisa",,"=""0812968069""","=""9780812968064""",0,4.09,Random House ,Paperback,269,2006,2005,,2018/06/13,to-read,to-read (#73),to-read,,,,0,0
15796700,Americanah,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",Jashar Awan,"=""""","=""""",0,4.32,Alfred A. Knopf,Hardcover,477,2013,2013,,2018/05/29,to-read,to-read (#72),to-read,,,,0,0
31374530,Synthetic: How Life Got Made,Sophia Roosth,"Roosth, Sophia",,"=""022644046X""","=""9780226440460""",0,4.21,University of Chicago Press,Paperback,256,2017,,,2018/04/29,to-read,to-read (#71),to-read,,,,0,0
34211802,The Unexpected Truth About Animals: A Menagerie of the Misunderstood,Lucy Cooke,"Cooke, Lucy",,"=""""","=""""",0,4.25,Doubleday,Hardcover,400,2017,2017,,2018/04/29,to-read,to-read (#70),to-read,,,,0,0
9361377,How Should a Person Be?,Sheila Heti,"Heti, Sheila",,"=""0887842402""","=""9780887842405""",0,3.30,House of Anansi Press,Hardcover,306,2010,2010,,2018/04/12,to-read,to-read (#69),to-read,,,,0,0
102868,"A Study in Scarlet (Sherlock Holmes, #1)",Arthur Conan Doyle,"Doyle, Arthur Conan",,"=""1420925539""","=""9781420925531""",0,4.14,Digireads.com,Paperback,123,2005,1887,,2018/04/08,to-read,to-read (#68),to-read,,,,0,0
35901186,"The Feather Thief: Beauty, Obsession, and the Natural History Heist of the Century",Kirk Wallace Johnson,"Johnson, Kirk Wallace",,"=""""","=""""",0,4.02,Viking,Kindle Edition,320,2018,2018,,2018/04/03,to-read,to-read (#67),to-read,,,,0,0
36076501,The Girl Who Smiled Beads: A Story of War and What Comes After,Clemantine Wamariya,"Wamariya, Clemantine",Elizabeth Weil,"=""0385687001""","=""9780385687003""",0,4.19,Doubleday Canada,Hardcover,275,2018,2018,,2018/04/03,to-read,to-read (#66),to-read,,,,0,0
35628596,Advice Not Given: A Guide to Getting Over Yourself,Mark Epstein,"Epstein, Mark",,"=""0399564322""","=""9780399564321""",0,3.79,Penguin Press,Hardcover,224,2018,2018,,2018/01/25,to-read,to-read (#65),to-read,,,,0,0
25894085,Becoming Wise: An Inquiry into the Mystery and Art of Living,Krista Tippett,"Tippett, Krista",,"=""1594206805""","=""9781594206801""",0,4.07,Penguin Press,Audiobook,288,2016,2016,,2018/01/23,to-read,to-read (#64),to-read,,,,0,0
295000,Cutting Through Spiritual Materialism,Chögyam Trungpa,"Trungpa, Chögyam",,"=""1570629579""","=""9781570629570""",0,4.21,Shambhala,Paperback,272,2002,1973,,2018/01/01,to-read,to-read (#63),to-read,,,,0,0
47730,The Complete Poems,Anne Sexton,"Sexton, Anne",,"=""0395957761""","=""9780395957769""",0,4.28,Mariner Books,Paperback,622,1999,1981,,2018/01/01,to-read,to-read (#62),to-read,,,,0,0
13407639,An Accident of Hope: The Therapy Tapes of Anne Sexton,Dawn M. Skorczewski,"Skorczewski, Dawn M.",,"=""041588747X""","=""9780415887472""",0,3.88,Routledge,Paperback,268,2012,2012,,2018/01/01,to-read,to-read (#61),to-read,,,,0,0
35342927,The Monk of Mokha,Dave Eggers,"Eggers, Dave",,"=""1101947314""","=""9781101947319""",0,4.07,Knopf,Hardcover,327,2018,2018,,2017/12/30,to-read,to-read (#60),to-read,,,,0,0
29414640,"Goldenhand (Abhorsen, #5)",Garth Nix,"Nix, Garth",,"=""""","=""""",0,4.10,HarperCollins,Kindle Edition,368,2016,2016,,2016/10/04,to-read,to-read (#4),to-read,,,,0,0
31850765,Energy and Civilization: A History (The MIT Press),Vaclav Smil,"Smil, Vaclav",,"=""0262035774""","=""9780262035774""",0,4.12,The MIT Press,Hardcover,568,2017,2017,,2017/12/05,to-read,to-read (#59),to-read,,,,0,0
24611840,"Believe Me: A Memoir of Love, Death, and Jazz Chickens",Eddie Izzard,"Izzard, Eddie",,"=""1611764696""","=""9781611764697""",0,3.85,Penguin Audio,Audio CD,15,2017,2017,,2017/12/05,to-read,to-read (#58),to-read,,,,0,0
8855321,"Leviathan Wakes (The Expanse, #1)",James S.A. Corey,"Corey, James S.A.",,"=""1841499889""","=""9781841499888""",0,4.29,Orbit,Paperback,592,2011,2011,,2017/11/25,to-read,to-read (#57),to-read,,,,0,0
20410190,Authority (Southern Reach #2),Jeff VanderMeer,"VanderMeer, Jeff",,"=""""","=""""",3,3.53,FSG Originals,Kindle Edition,353,2014,2014,2017/11/22,2017/11/17,,,read,,,,1,0
49456,Rilke on Love and Other Difficulties: Translations and Considerations,Rainer Maria Rilke,"Rilke, Rainer Maria",John J. L. Mood,"=""0393310981""","=""9780393310986""",0,4.21,W. W. Norton  Company,Paperback,144,1994,1975,,2017/11/21,to-read,to-read (#56),to-read,,,,0,0
34845310,The Yiddish Policemen's Union,Michael Chabon,"Chabon, Michael",,"=""""","=""""",3,3.71,Harper,Kindle Edition,435,,2007,2017/10/30,2017/07/25,,,read,,,,1,0
18867493,Saga #1,Brian K. Vaughan,"Vaughan, Brian K.","Fiona Staples, Fonografiks","=""""","=""""",4,4.19,Image,Kindle Edition,66,2012,2012,,2016/10/03,,,read,,,,1,0
34128219,"La Belle Sauvage (The Book of Dust, #1)",Philip Pullman,"Pullman, Philip",,"=""0375815309""","=""9780375815300""",0,4.15,Alfred A. Knopf,Hardcover,449,2017,2017,,2017/10/19,to-read,to-read (#55),to-read,,,,0,0
32920226,"Sing, Unburied, Sing",Jesmyn Ward,"Ward, Jesmyn",,"=""""","=""""",0,4.01,Scribner,Hardcover,285,2017,2017,,2017/10/04,to-read,to-read (#54),to-read,,,,0,0
133518,The Things They Carried,Tim O'Brien,"O'Brien, Tim",,"=""0767902890""","=""9780767902892""",0,4.14,Broadway,Paperback,246,1998,1990,,2017/10/04,to-read,to-read (#53),to-read,,,,0,0
168484,Feminism Is for Everybody: Passionate Politics,bell hooks,"hooks, bell",,"=""0896086283""","=""9780896086289""",0,4.15,South End Press,Paperback,123,2000,2000,,2017/09/22,to-read,to-read (#52),to-read,,,,0,0
26135825,Fun Home: A Family Tragicomic,Alison Bechdel,"Bechdel, Alison",,"=""0618871713""","=""9780618871711""",0,4.08,Mariner Books,Paperback,232,2007,2006,,2017/09/19,to-read,to-read (#51),to-read,,,,0,0
17225577,Tenth of December,George Saunders,"Saunders, George",,"=""""","=""""",3,3.98,Random House,Kindle Edition,272,2013,2013,2017/09/14,2017/08/05,,,read,,,,1,0
25666046,The North Water,Ian McGuire,"McGuire, Ian",,"=""1627795944""","=""9781627795944""",0,3.99,Henry Holt and Co.,Hardcover,255,2016,2016,,2017/04/09,to-read,to-read (#49),to-read,,,,0,0
257649,Sexual Politics,Kate Millett,"Millett, Kate",,"=""0252068890""","=""9780252068898""",0,3.97,University of Illinois Press,Paperback,424,2000,1969,,2017/09/08,to-read,to-read (#48),to-read,,,,0,0
25489625,Between the World and Me,Ta-Nehisi Coates,"Coates, Ta-Nehisi",,"=""""","=""""",0,4.40,Spiegel & Grau,Hardcover,152,2015,2015,,2017/09/08,to-read,to-read (#47),to-read,,,,0,0
